date,home_team,away_team,home_team_ar,away_team_ar,home_score,away_score,tournament,tournament_ar,city,country,country_ar,neutral,day,month,year,home_result,away_result,total_goals,serial,home_group,away_group,home_team_txt,away_team_txt,year_n,result,home_random,away_random,decade,home_result_desc,away_result_desc
12/06/2012,Australia,Japan,أستراليا,اليابان,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Brisbane,Australia,أستراليا,FALSE,12,6,2012,0,0,2,3508,0,0,Australia,Japan,2,0,0.94977,0.29748,12,draw,draw
12/06/2012,Iran,Qatar,إيران,قطر,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Tehran,Iran,إيران,FALSE,12,6,2012,0,0,0,3509,1,0,Iran,Qatar,2,0,0.64785,0.46317,12,draw,draw
13/06/2012,Denmark,Portugal,الدنمارك,البرتغال,2,3,UEFA Euro, كأس أمم أوروبا,Lviv,Ukraine,أوكرانيا,TRUE,13,6,2012,-1,1,5,3510,1,1,Denmark,Portugal,2,1,0.18955,0.398,12,loser,winner
13/06/2012,Netherlands,Germany,هولندا,ألمانيا,1,2,UEFA Euro, كأس أمم أوروبا,Kharkiv,Ukraine,أوكرانيا,TRUE,13,6,2012,-1,1,3,3511,1,1,Netherlands,Germany,2,1,0.25199,0.37021,12,loser,winner
17/06/2012,Denmark,Germany,الدنمارك,ألمانيا,1,2,UEFA Euro, كأس أمم أوروبا,Lviv,Ukraine,أوكرانيا,TRUE,17,6,2012,-1,1,3,3512,1,1,Denmark,Germany,2,1,0.6549,0.78005,12,loser,winner
17/06/2012,Portugal,Netherlands,البرتغال,هولندا,2,1,UEFA Euro, كأس أمم أوروبا,Kharkiv,Ukraine,أوكرانيا,TRUE,17,6,2012,1,-1,3,3513,1,1,Portugal,Netherlands,2,1,0.40135,0.41561,12,winner,loser
18/06/2012,Croatia,Spain,كرواتيا,إسبانيا,0,1,UEFA Euro, كأس أمم أوروبا,Gda≈Ñsk,Poland,بولندا,TRUE,18,6,2012,-1,1,1,3514,0,1,Croatia,Spain,2,1,0.20718,0.12482,12,loser,winner
18/06/2012,Saudi Arabia,Morocco,المملكة العربية السعودية,المغرب,4,0,Friendly,مبارة ودية,Taif,Saudi Arabia,المملكة العربية السعودية,FALSE,18,6,2012,4,-4,4,3515,1,0,Saudi_Arabia,Morocco,2,4,0.90843,0.03108,12,winner,loser
23/06/2012,Spain,France,إسبانيا,فرنسا,2,0,UEFA Euro, كأس أمم أوروبا,Donets'k,Ukraine,أوكرانيا,TRUE,23,6,2012,2,-2,2,3516,1,0,Spain,France,2,2,0.19989,0.70183,12,winner,loser
27/06/2012,Portugal,Spain,البرتغال,إسبانيا,0,0,UEFA Euro, كأس أمم أوروبا,Donets'k,Ukraine,أوكرانيا,TRUE,27,6,2012,0,0,0,3517,1,1,Portugal,Spain,2,0,0.56248,0.7753,12,draw,draw
15/08/2012,Belgium,Netherlands,بلجيكا,هولندا,4,2,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,15,8,2012,2,-2,6,3518,1,1,Belgium,Netherlands,2,2,0.72308,0.5042,12,winner,loser
15/08/2012,Croatia,Switzerland,كرواتيا,سويسرا,2,4,Friendly,مبارة ودية,Split,Croatia,كرواتيا,FALSE,15,8,2012,-2,2,6,3519,0,0,Croatia,Switzerland,2,2,0.99789,0.62488,12,loser,winner
15/08/2012,France,Uruguay,فرنسا,أوروغواي,0,0,Friendly,مبارة ودية,Le Havre,France,فرنسا,FALSE,15,8,2012,0,0,0,3520,0,1,France,Uruguay,2,0,0.74725,0.20879,12,draw,draw
15/08/2012,Germany,Argentina,ألمانيا,الأرجنتين,1,3,Friendly,مبارة ودية,Frankfurt am Main,Germany,ألمانيا,FALSE,15,8,2012,-2,2,4,3521,1,1,Germany,Argentina,2,2,6.60E-04,0.11328,12,loser,winner
15/08/2012,Iran,Tunisia,إيران,تونس,2,2,Friendly,مبارة ودية,Kecskem√©t,Hungary,هنغاريا,TRUE,15,8,2012,0,0,4,3522,1,1,Iran,Tunisia,2,0,0.49242,0.44077,12,draw,draw
15/08/2012,Mexico,United States,المكسيك,الولايات المتحدة الأمريكية,0,1,Friendly,مبارة ودية,Mexico City,Mexico,المكسيك,FALSE,15,8,2012,-1,1,1,3523,1,0,Mexico,United_States,2,1,0.9761,0.83366,12,loser,winner
07/09/2012,Costa Rica,Mexico,كوستا ريكا,المكسيك,0,2,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,FALSE,7,9,2012,-2,2,2,3524,1,1,Costa_Rica,Mexico,2,2,0.82358,0.65747,12,loser,winner
07/09/2012,Spain,Saudi Arabia,إسبانيا,المملكة العربية السعودية,5,0,Friendly,مبارة ودية,Pontevedra,Spain,إسبانيا,FALSE,7,9,2012,5,-5,5,3525,1,1,Spain,Saudi_Arabia,2,5,0.67049,0.46061,12,winner,loser
07/09/2012,Wales,Belgium,ويلز,بلجيكا,0,2,FIFA World Cup qualification, نصفيات كأس العالم,Cardiff,Wales,ويلز,FALSE,7,9,2012,-2,2,2,3526,0,1,Wales,Belgium,2,2,0.97331,0.57949,12,loser,winner
11/09/2012,Belgium,Croatia,بلجيكا,كرواتيا,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Brussels,Belgium,بلجيكا,FALSE,11,9,2012,0,0,2,3527,1,0,Belgium,Croatia,2,0,0.45568,0.48062,12,draw,draw
11/09/2012,Mexico,Costa Rica,المكسيك,كوستا ريكا,1,0,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,FALSE,11,9,2012,1,-1,1,3528,1,1,Mexico,Costa_Rica,2,1,0.16911,0.41404,12,winner,loser
11/09/2012,Serbia,Wales,صربيا,ويلز,6,1,FIFA World Cup qualification, نصفيات كأس العالم,Novi Sad,Serbia,صربيا,FALSE,11,9,2012,5,-5,7,3529,1,0,Serbia,Wales,2,5,0.22992,0.09703,12,winner,loser
11/09/2012,Uruguay,Ecuador,أوروغواي,الاكوادور,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Montevideo,Uruguay,أوروغواي,FALSE,11,9,2012,0,0,2,3530,1,0,Uruguay,Ecuador,2,0,0.92381,0.54636,12,draw,draw
19/09/2012,Brazil,Argentina,البرازيل,الأرجنتين,2,1,Supercl√°sico de las Am√©ricas,السوبر كلاسيكو,Goi√¢nia,Brazil,البرازيل,FALSE,19,9,2012,1,-1,3,3531,0,1,Brazil,Argentina,2,1,0.13629,0.84193,12,winner,loser
12/10/2012,Argentina,Uruguay,الأرجنتين,أوروغواي,3,0,FIFA World Cup qualification, نصفيات كأس العالم,Mendoza,Argentina,الأرجنتين,FALSE,12,10,2012,3,-3,3,3532,1,1,Argentina,Uruguay,2,3,0.27781,0.64245,12,winner,loser
12/10/2012,France,Japan,فرنسا,اليابان,0,1,Friendly,مبارة ودية,Saint-Denis,France,فرنسا,FALSE,12,10,2012,-1,1,1,3533,0,0,France,Japan,2,1,0.78798,0.0453,12,loser,winner
12/10/2012,Serbia,Belgium,صربيا,بلجيكا,0,3,FIFA World Cup qualification, نصفيات كأس العالم,Belgrade,Serbia,صربيا,FALSE,12,10,2012,-3,3,3,3534,1,1,Serbia,Belgium,2,3,0.7784,0.80276,12,loser,winner
16/10/2012,Croatia,Wales,كرواتيا,ويلز,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Osijek,Croatia,كرواتيا,FALSE,16,10,2012,2,-2,2,3535,0,0,Croatia,Wales,2,2,0.39149,0.09045,12,winner,loser
16/10/2012,Iran,South Korea,إيران,كوريا الجنوبية,1,0,FIFA World Cup qualification, نصفيات كأس العالم,Tehran,Iran,إيران,FALSE,16,10,2012,1,-1,1,3536,1,0,Iran,South_Korea,2,1,0.95151,0.85516,12,winner,loser
16/10/2012,Japan,Brazil,اليابان,البرازيل,0,4,Friendly,مبارة ودية,Wroc≈Çaw,Poland,بولندا,TRUE,16,10,2012,-4,4,4,3537,0,0,Japan,Brazil,2,4,0.82049,0.865,12,loser,winner
16/10/2012,Spain,France,إسبانيا,فرنسا,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Madrid,Spain,إسبانيا,FALSE,16,10,2012,0,0,2,3538,1,0,Spain,France,2,0,0.82937,0.24143,12,draw,draw
17/10/2012,Poland,England,بولندا,إنجلترا,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Warsaw,Poland,بولندا,FALSE,17,10,2012,0,0,2,3539,0,1,Poland,England,2,0,0.01395,0.35444,12,draw,draw
14/11/2012,South Korea,Australia,كوريا الجنوبية,أستراليا,1,2,Friendly,مبارة ودية,Hwaseong,South Korea,كوريا الجنوبية,FALSE,14,11,2012,-1,1,3,3540,0,0,South_Korea,Australia,2,1,0.24092,0.43821,12,loser,winner
14/11/2012,Netherlands,Germany,هولندا,ألمانيا,0,0,Friendly,مبارة ودية,Amsterdam,Netherlands,هولندا,FALSE,14,11,2012,0,0,0,3541,1,1,Netherlands,Germany,2,0,0.27173,0.11812,12,draw,draw
14/11/2012,Poland,Uruguay,بولندا,أوروغواي,1,3,Friendly,مبارة ودية,Gda≈Ñsk,Poland,بولندا,FALSE,14,11,2012,-2,2,4,3542,0,1,Poland,Uruguay,2,2,0.22586,0.02963,12,loser,winner
14/11/2012,Saudi Arabia,Argentina,المملكة العربية السعودية,الأرجنتين,0,0,Friendly,مبارة ودية,Riyadh,Saudi Arabia,المملكة العربية السعودية,FALSE,14,11,2012,0,0,0,3543,1,1,Saudi_Arabia,Argentina,2,0,0.33776,0.28007,12,draw,draw
14/11/2012,Tunisia,Switzerland,تونس,سويسرا,1,2,Friendly,مبارة ودية,Sousse,Tunisia,تونس,FALSE,14,11,2012,-1,1,3,3544,1,0,Tunisia,Switzerland,2,1,0.88749,0.9225,12,loser,winner
21/11/2012,Argentina,Brazil,الأرجنتين,البرازيل,2,1,Supercl√°sico de las Am√©ricas,السوبر كلاسيكو,Buenos Aires,Argentina,الأرجنتين,FALSE,21,11,2012,1,-1,3,3545,1,0,Argentina,Brazil,2,1,0.74029,0.4843,12,winner,loser
09/12/2012,Iran,Saudi Arabia,إيران,المملكة العربية السعودية,0,0,WAFF Championship,كأس غرب آسيا,Kuwait City,Kuwait,الكويت,TRUE,9,12,2012,0,0,0,3546,1,1,Iran,Saudi_Arabia,2,0,0.7168,0.53755,12,draw,draw
13/01/2013,Ghana,Tunisia,غانا,تونس,4,2,Friendly,مبارة ودية,Abu Dhabi,United Arab Emirates,الإمارات العربية المتحدة,TRUE,13,1,2013,2,-2,6,3547,0,1,Ghana,Tunisia,3,2,0.23932,0.4224,12,winner,loser
29/01/2013,United States,Canada,الولايات المتحدة الأمريكية,كندا,0,0,Friendly,مبارة ودية,Houston,United States,الولايات المتحدة الأمريكية,FALSE,29,1,2013,0,0,0,3548,0,0,United_States,Canada,3,0,0.87336,0.92162,12,draw,draw
06/02/2013,Croatia,South Korea,كرواتيا,كوريا الجنوبية,4,0,Friendly,مبارة ودية,London,England,إنجلترا,TRUE,6,2,2013,4,-4,4,3549,0,0,Croatia,South_Korea,3,4,0.07697,0.85832,12,winner,loser
06/02/2013,England,Brazil,إنجلترا,البرازيل,2,1,Friendly,مبارة ودية,London,England,إنجلترا,FALSE,6,2,2013,1,-1,3,3550,1,0,England,Brazil,3,1,0.3343,0.16444,12,winner,loser
06/02/2013,France,Germany,فرنسا,ألمانيا,1,2,Friendly,مبارة ودية,Saint-Denis,France,فرنسا,FALSE,6,2,2013,-1,1,3,3551,0,1,France,Germany,3,1,0.62024,0.61233,12,loser,winner
06/02/2013,Portugal,Ecuador,البرتغال,الاكوادور,2,3,Friendly,مبارة ودية,Guimar√£es,Portugal,البرتغال,FALSE,6,2,2013,-1,1,5,3552,1,0,Portugal,Ecuador,3,1,0.25757,0.5012,12,loser,winner
06/02/2013,Spain,Uruguay,إسبانيا,أوروغواي,3,1,Friendly,مبارة ودية,Doha,Qatar,قطر,TRUE,6,2,2013,2,-2,4,3553,1,1,Spain,Uruguay,3,2,0.85893,0.64088,12,winner,loser
22/03/2013,Croatia,Serbia,كرواتيا,صربيا,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Zagreb,Croatia,كرواتيا,FALSE,22,3,2013,2,-2,2,3554,0,1,Croatia,Serbia,3,2,0.71545,0.31318,12,winner,loser
22/03/2013,Japan,Canada,اليابان,كندا,2,1,Friendly,مبارة ودية,Doha,Qatar,قطر,TRUE,22,3,2013,1,-1,3,3555,0,0,Japan,Canada,3,1,0.49954,0.38977,12,winner,loser
22/03/2013,United States,Costa Rica,الولايات المتحدة الأمريكية,كوستا ريكا,1,0,FIFA World Cup qualification, نصفيات كأس العالم,Commerce City,United States,الولايات المتحدة الأمريكية,FALSE,22,3,2013,1,-1,1,3556,0,1,United_States,Costa_Rica,3,1,0.47483,0.95106,12,winner,loser
26/03/2013,France,Spain,فرنسا,إسبانيا,0,1,FIFA World Cup qualification, نصفيات كأس العالم,Saint-Denis,France,فرنسا,FALSE,26,3,2013,-1,1,1,3557,0,1,France,Spain,3,1,0.74745,0.0425,12,loser,winner
26/03/2013,South Korea,Qatar,كوريا الجنوبية,قطر,2,1,FIFA World Cup qualification, نصفيات كأس العالم,Seoul,South Korea,كوريا الجنوبية,FALSE,26,3,2013,1,-1,3,3558,0,0,South_Korea,Qatar,3,1,0.71526,0.39626,12,winner,loser
26/03/2013,Mexico,United States,المكسيك,الولايات المتحدة الأمريكية,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,FALSE,26,3,2013,0,0,0,3559,1,0,Mexico,United_States,3,0,0.98855,0.22424,12,draw,draw
26/03/2013,Wales,Croatia,ويلز,كرواتيا,1,2,FIFA World Cup qualification, نصفيات كأس العالم,Swansea,Wales,ويلز,FALSE,26,3,2013,-1,1,3,3560,0,0,Wales,Croatia,3,1,0.37484,0.66241,12,loser,winner
28/05/2013,Canada,Costa Rica,كندا,كوستا ريكا,0,1,Friendly,مبارة ودية,Edmonton,Canada,كندا,FALSE,28,5,2013,-1,1,1,3561,0,1,Canada,Costa_Rica,3,1,0.24244,0.06136,12,loser,winner
29/05/2013,Ecuador,Germany,الاكوادور,ألمانيا,2,4,Friendly,مبارة ودية,Boca Raton,United States,الولايات المتحدة الأمريكية,TRUE,29,5,2013,-2,2,6,3562,0,1,Ecuador,Germany,3,2,0.98999,0.57723,12,loser,winner
29/05/2013,United States,Belgium,الولايات المتحدة الأمريكية,بلجيكا,2,4,Friendly,مبارة ودية,Cleveland,United States,الولايات المتحدة الأمريكية,FALSE,29,5,2013,-2,2,6,3563,0,1,United_States,Belgium,3,2,0.18518,0.89271,12,loser,winner
02/06/2013,Brazil,England,البرازيل,إنجلترا,2,2,Friendly,مبارة ودية,Rio de Janeiro,Brazil,البرازيل,FALSE,2,6,2013,0,0,4,3564,0,1,Brazil,England,3,0,0.71713,0.71846,12,draw,draw
02/06/2013,United States,Germany,الولايات المتحدة الأمريكية,ألمانيا,4,3,Friendly,مبارة ودية,Washington,United States,الولايات المتحدة الأمريكية,FALSE,2,6,2013,1,-1,7,3565,0,1,United_States,Germany,3,1,0.40698,0.98659,12,winner,loser
04/06/2013,Japan,Australia,اليابان,أستراليا,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Saitama,Japan,اليابان,FALSE,4,6,2013,0,0,2,3566,0,0,Japan,Australia,3,0,0.29492,0.8756,12,draw,draw
04/06/2013,Qatar,Iran,قطر,إيران,0,1,FIFA World Cup qualification, نصفيات كأس العالم,Doha,Qatar,قطر,FALSE,4,6,2013,-1,1,1,3567,0,1,Qatar,Iran,3,1,0.52398,0.84639,12,loser,winner
05/06/2013,Uruguay,France,أوروغواي,فرنسا,1,0,Friendly,مبارة ودية,Montevideo,Uruguay,أوروغواي,FALSE,5,6,2013,1,-1,1,3568,1,0,Uruguay,France,3,1,0.30856,0.5134,12,winner,loser
07/06/2013,Belgium,Serbia,بلجيكا,صربيا,2,1,FIFA World Cup qualification, نصفيات كأس العالم,Brussels,Belgium,بلجيكا,FALSE,7,6,2013,1,-1,3,3569,1,1,Belgium,Serbia,3,1,0.37553,0.06688,12,winner,loser
09/06/2013,Brazil,France,البرازيل,فرنسا,3,0,Friendly,مبارة ودية,Porto Alegre,Brazil,البرازيل,FALSE,9,6,2013,3,-3,3,3570,0,0,Brazil,France,3,3,0.78443,0.92454,12,winner,loser
10/06/2013,Croatia,Portugal,كرواتيا,البرتغال,0,1,Friendly,مبارة ودية,Geneva,Switzerland,سويسرا,TRUE,10,6,2013,-1,1,1,3571,0,1,Croatia,Portugal,3,1,0.46229,0.45471,12,loser,winner
11/06/2013,Ecuador,Argentina,الاكوادور,الأرجنتين,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,FALSE,11,6,2013,0,0,2,3572,0,1,Ecuador,Argentina,3,0,0.81091,0.77752,12,draw,draw
11/06/2013,Mexico,Costa Rica,المكسيك,كوستا ريكا,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Mexico City,Mexico,المكسيك,FALSE,11,6,2013,0,0,0,3573,1,1,Mexico,Costa_Rica,3,0,0.36364,0.87906,12,draw,draw
15/06/2013,Brazil,Japan,البرازيل,اليابان,3,0,Confederations Cup, كأس القارات,Bras√≠lia,Brazil,البرازيل,FALSE,15,6,2013,3,-3,3,3574,0,0,Brazil,Japan,3,3,0.64621,0.94209,12,winner,loser
16/06/2013,Spain,Uruguay,إسبانيا,أوروغواي,2,1,Confederations Cup, كأس القارات,Recife,Brazil,البرازيل,TRUE,16,6,2013,1,-1,3,3575,1,1,Spain,Uruguay,3,1,0.24838,0.28367,12,winner,loser
18/06/2013,South Korea,Iran,كوريا الجنوبية,إيران,0,1,FIFA World Cup qualification, نصفيات كأس العالم,Ulsan,South Korea,كوريا الجنوبية,FALSE,18,6,2013,-1,1,1,3576,0,1,South_Korea,Iran,3,1,0.08889,0.75699,12,loser,winner
19/06/2013,Brazil,Mexico,البرازيل,المكسيك,2,0,Confederations Cup, كأس القارات,Fortaleza,Brazil,البرازيل,FALSE,19,6,2013,2,-2,2,3577,0,1,Brazil,Mexico,3,2,0.22232,0.82556,12,winner,loser
22/06/2013,Japan,Mexico,اليابان,المكسيك,1,2,Confederations Cup, كأس القارات,Belo Horizonte,Brazil,البرازيل,TRUE,22,6,2013,-1,1,3,3578,0,1,Japan,Mexico,3,1,0.97302,0.04495,12,loser,winner
26/06/2013,Brazil,Uruguay,البرازيل,أوروغواي,2,1,Confederations Cup, كأس القارات,Belo Horizonte,Brazil,البرازيل,FALSE,26,6,2013,1,-1,3,3579,0,1,Brazil,Uruguay,3,1,0.72287,0.13659,12,winner,loser
30/06/2013,Brazil,Spain,البرازيل,إسبانيا,3,0,Confederations Cup, كأس القارات,Rio de Janeiro,Brazil,البرازيل,FALSE,30,6,2013,3,-3,3,3580,0,1,Brazil,Spain,3,3,0.21277,0.56259,12,winner,loser
11/07/2013,Mexico,Canada,المكسيك,كندا,2,0,Gold Cup,الكأس الذهبية,Seattle,United States,الولايات المتحدة الأمريكية,TRUE,11,7,2013,2,-2,2,3581,1,0,Mexico,Canada,3,2,0.28251,0.03794,12,winner,loser
13/07/2013,Morocco,Tunisia,المغرب,تونس,0,0,African Nations Championship, بطولة أمم أفريقيا للمحليين,Tangier,Morocco,المغرب,FALSE,13,7,2013,0,0,0,3582,0,1,Morocco,Tunisia,3,0,0.08703,0.42505,12,draw,draw
16/07/2013,United States,Costa Rica,الولايات المتحدة الأمريكية,كوستا ريكا,1,0,Gold Cup,الكأس الذهبية,East Hartford,United States,الولايات المتحدة الأمريكية,FALSE,16,7,2013,1,-1,1,3583,0,1,United_States,Costa_Rica,3,1,0.88012,0.6279,12,winner,loser
20/07/2013,South Korea,Australia,كوريا الجنوبية,أستراليا,0,0,EAFF Championship,كأس شرق آسيا لكرة القدم,Seoul,South Korea,كوريا الجنوبية,FALSE,20,7,2013,0,0,0,3584,0,0,South_Korea,Australia,3,0,0.48483,0.91725,12,draw,draw
25/07/2013,Japan,Australia,اليابان,أستراليا,3,2,EAFF Championship,كأس شرق آسيا لكرة القدم,Hwaseong,South Korea,كوريا الجنوبية,TRUE,25,7,2013,1,-1,5,3585,0,0,Japan,Australia,3,1,0.78868,0.64497,12,winner,loser
28/07/2013,South Korea,Japan,كوريا الجنوبية,اليابان,1,2,EAFF Championship,كأس شرق آسيا لكرة القدم,Seoul,South Korea,كوريا الجنوبية,FALSE,28,7,2013,-1,1,3,3586,0,0,South_Korea,Japan,3,1,0.07198,0.78742,12,loser,winner
14/08/2013,Belgium,France,بلجيكا,فرنسا,0,0,Friendly,مبارة ودية,Brussels,Belgium,بلجيكا,FALSE,14,8,2013,0,0,0,3587,1,0,Belgium,France,3,0,0.18264,0.39925,12,draw,draw
14/08/2013,Ecuador,Spain,الاكوادور,إسبانيا,0,2,Friendly,مبارة ودية,Guayaquil,Ecuador,الاكوادور,FALSE,14,8,2013,-2,2,2,3588,0,1,Ecuador,Spain,3,2,0.88845,0.93516,12,loser,winner
14/08/2013,Japan,Uruguay,اليابان,أوروغواي,2,4,Friendly,مبارة ودية,Rifu,Japan,اليابان,FALSE,14,8,2013,-2,2,6,3589,0,1,Japan,Uruguay,3,2,0.77822,0.14343,12,loser,winner
14/08/2013,Poland,Denmark,بولندا,الدنمارك,3,2,Friendly,مبارة ودية,Gda≈Ñsk,Poland,بولندا,FALSE,14,8,2013,1,-1,5,3590,0,1,Poland,Denmark,3,1,0.96776,0.9947,12,winner,loser
14/08/2013,Portugal,Netherlands,البرتغال,هولندا,1,1,Friendly,مبارة ودية,Faro,Portugal,البرتغال,FALSE,14,8,2013,0,0,2,3591,1,1,Portugal,Netherlands,3,0,0.37347,0.22482,12,draw,draw
14/08/2013,Switzerland,Brazil,سويسرا,البرازيل,1,0,Friendly,مبارة ودية,Basel,Switzerland,سويسرا,FALSE,14,8,2013,1,-1,1,3592,0,0,Switzerland,Brazil,3,1,0.08331,0.98207,12,winner,loser
06/09/2013,Costa Rica,United States,كوستا ريكا,الولايات المتحدة الأمريكية,3,1,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,FALSE,6,9,2013,2,-2,4,3593,1,0,Costa_Rica,United_States,3,2,0.4871,0.16076,12,winner,loser
06/09/2013,Serbia,Croatia,صربيا,كرواتيا,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Belgrade,Serbia,صربيا,FALSE,6,9,2013,0,0,2,3594,1,0,Serbia,Croatia,3,0,0.81268,0.09906,12,draw,draw
07/09/2013,Brazil,Australia,البرازيل,أستراليا,6,0,Friendly,مبارة ودية,Bras√≠lia,Brazil,البرازيل,FALSE,7,9,2013,6,-6,6,3595,0,0,Brazil,Australia,3,6,0.83366,0.25723,12,winner,loser
10/09/2013,Brazil,Portugal,البرازيل,البرتغال,3,1,Friendly,مبارة ودية,Foxborough,United States,الولايات المتحدة الأمريكية,TRUE,10,9,2013,2,-2,4,3596,0,1,Brazil,Portugal,3,2,0.16067,0.84691,12,winner,loser
10/09/2013,Japan,Ghana,اليابان,غانا,3,1,Friendly,مبارة ودية,Saitama,Japan,اليابان,FALSE,10,9,2013,2,-2,4,3597,0,0,Japan,Ghana,3,2,0.3219,0.28644,12,winner,loser
10/09/2013,South Korea,Croatia,كوريا الجنوبية,كرواتيا,1,2,Friendly,مبارة ودية,Jeonju,South Korea,كوريا الجنوبية,FALSE,10,9,2013,-1,1,3,3598,0,0,South_Korea,Croatia,3,1,0.03709,0.14957,12,loser,winner
10/09/2013,United States,Mexico,الولايات المتحدة الأمريكية,المكسيك,2,0,FIFA World Cup qualification, نصفيات كأس العالم,Columbus,United States,الولايات المتحدة الأمريكية,FALSE,10,9,2013,2,-2,2,3599,0,1,United_States,Mexico,3,2,0.46141,0.36892,12,winner,loser
10/09/2013,Wales,Serbia,ويلز,صربيا,0,3,FIFA World Cup qualification, نصفيات كأس العالم,Cardiff,Wales,ويلز,FALSE,10,9,2013,-3,3,3,3600,0,1,Wales,Serbia,3,3,0.38412,0.4196,12,loser,winner
11/10/2013,Croatia,Belgium,كرواتيا,بلجيكا,1,2,FIFA World Cup qualification, نصفيات كأس العالم,Zagreb,Croatia,كرواتيا,FALSE,11,10,2013,-1,1,3,3601,0,1,Croatia,Belgium,3,1,0.73138,0.22165,12,loser,winner
11/10/2013,Ecuador,Uruguay,الاكوادور,أوروغواي,1,0,FIFA World Cup qualification, نصفيات كأس العالم,Quito,Ecuador,الاكوادور,FALSE,11,10,2013,1,-1,1,3602,0,1,Ecuador,Uruguay,3,1,0.25234,0.86397,12,winner,loser
11/10/2013,France,Australia,فرنسا,أستراليا,6,0,Friendly,مبارة ودية,Saint-Denis,France,فرنسا,FALSE,11,10,2013,6,-6,6,3603,0,0,France,Australia,3,6,0.08665,0.5826,12,winner,loser
11/10/2013,Serbia,Japan,صربيا,اليابان,2,0,Friendly,مبارة ودية,Novi Sad,Serbia,صربيا,FALSE,11,10,2013,2,-2,2,3604,1,0,Serbia,Japan,3,2,0.63574,0.19237,12,winner,loser
12/10/2013,South Korea,Brazil,كوريا الجنوبية,البرازيل,0,2,Friendly,مبارة ودية,Seoul,South Korea,كوريا الجنوبية,FALSE,12,10,2013,-2,2,2,3605,0,0,South_Korea,Brazil,3,2,0.46865,0.81203,12,loser,winner
13/10/2013,Tunisia,Cameroon,تونس,الكاميرون,0,0,FIFA World Cup qualification, نصفيات كأس العالم,Rad√®s,Tunisia,تونس,FALSE,13,10,2013,0,0,0,3606,1,1,Tunisia,Cameroon,3,0,0.09545,0.19248,12,draw,draw
15/10/2013,Australia,Canada,أستراليا,كندا,3,0,Friendly,مبارة ودية,London,England,إنجلترا,TRUE,15,10,2013,3,-3,3,3607,0,0,Australia,Canada,3,3,0.32379,0.98588,12,winner,loser
15/10/2013,Belgium,Wales,بلجيكا,ويلز,1,1,FIFA World Cup qualification, نصفيات كأس العالم,Brussels,Belgium,بلجيكا,FALSE,15,10,2013,0,0,2,3608,1,0,Belgium,Wales,3,0,0.33316,0.60803,12,draw,draw
15/10/2013,Costa Rica,Mexico,كوستا ريكا,المكسيك,2,1,FIFA World Cup qualification, نصفيات كأس العالم,San Jos√©,Costa Rica,كوستا ريكا,FALSE,15,10,2013,1,-1,3,3609,1,1,Costa_Rica,Mexico,3,1,0.84711,0.65755,12,winner,loser
15/10/2013,England,Poland,إنجلترا,بولندا,2,0,FIFA World Cup qualification, نصفيات كأس العالم,London,England,إنجلترا,FALSE,15,10,2013,2,-2,2,3610,1,0,England,Poland,3,2,0.72191,0.52833,12,winner,loser
15/10/2013,Uruguay,Argentina,أوروغواي,الأرجنتين,3,2,FIFA World Cup qualification, نصفيات كأس العالم,Montevideo,Uruguay,أوروغواي,FALSE,15,10,2013,1,-1,5,3611,1,1,Uruguay,Argentina,3,1,0.55296,0.12553,12,winner,loser
15/11/2013,Argentina,Ecuador,الأرجنتين,الاكوادور,0,0,Friendly,مبارة ودية,East Rutherford,United States,الولايات المتحدة الأمريكية,TRUE,15,11,2013,0,0,0,3612,1,0,Argentina,Ecuador,3,0,0.02703,0.32247,12,draw,draw
15/11/2013,South Korea,Switzerland,كوريا الجنوبية,سويسرا,2,1,Friendly,مبارة ودية,Seoul,South Korea,كوريا الجنوبية,FALSE,15,11,2013,1,-1,3,3613,0,0,South_Korea,Switzerland,3,1,0.12975,0.21858,12,winner,loser
16/11/2013,Netherlands,Japan,هولندا,اليابان,2,2,Friendly,مبارة ودية,Genk,Belgium,بلجيكا,TRUE,16,11,2013,0,0,4,3614,1,0,Netherlands,Japan,3,0,0.4169,0.97852,12,draw,draw
